© 2000-2024 QIAGEN. All rights reserved.

ID	Symbol	Source	miRNA Confidence	Symbol	Pathway	
hsa-miR-4458	let-7a-5p (and other miRNAs w/seed GAGGUAG)	Ingenuity Expert Findings	Experimentally Observed	Dst	 	
hsa-miR-4458	let-7a-5p (and other miRNAs w/seed GAGGUAG)	TarBase	Experimentally Observed	DUSP12	3-phosphoinositide Biosynthesis,3-phosphoinositide Degradation,D-myo-inositol (1,4,5,6)-Tetrakisphosphate Biosynthesis,D-myo-inositol (3,4,5,6)-tetrakisphosphate Biosynthesis,D-myo-inositol-5-phosphate Metabolism,Protein Kinase A Signaling,Superpathway of Inositol Phosphate Compounds	
hsa-miR-4458	let-7a-5p (and other miRNAs w/seed GAGGUAG)	TarBase	Experimentally Observed	DUSP23	3-phosphoinositide Biosynthesis,3-phosphoinositide Degradation,D-myo-inositol (1,4,5,6)-Tetrakisphosphate Biosynthesis,D-myo-inositol (3,4,5,6)-tetrakisphosphate Biosynthesis,D-myo-inositol-5-phosphate Metabolism,Superpathway of Inositol Phosphate Compounds	
hsa-miR-4458	let-7a-5p (and other miRNAs w/seed GAGGUAG)	miRecords	Experimentally Observed	EIF3J	EIF2 Signaling,Eukaryotic Translation Initiation,mTOR Signaling,Regulation of eIF4 and p70S6K Signaling	
hsa-miR-4458	let-7a-5p (and other miRNAs w/seed GAGGUAG)	TargetScan Mouse,TargetScan Human,miRecords	Experimentally Observed,Moderate (predicted)	EIF4G2	EIF2 Signaling,Insulin Secretion Signaling Pathway,ISG15 antiviral mechanism,mTOR Signaling,Regulation of eIF4 and p70S6K Signaling,UFMylation Signaling Pathway	
hsa-miR-4458	let-7a-5p (and other miRNAs w/seed GAGGUAG)	TarBase	Experimentally Observed	F2	Actin Cytoskeleton Signaling,Acute Phase Response Signaling,Cell surface interactions at the vascular wall,Class A/1 (Rhodopsin-like receptors),Clathrin-mediated Endocytosis Signaling,Coagulation System,Complement cascade,Extrinsic Prothrombin Activation Pathway,Formation of Fibrin Clot (Clotting Cascade),G alpha (q) signalling events,Gamma carboxylation, hypusine formation and arylsulfatase activation,Gα12/13 Signaling,Hematoma Resolution Signaling Pathway,Intrinsic Prothrombin Activation Pathway,Molecular Mechanisms of Cancer,p70S6K Signaling,Platelet Aggregation (Plug Formation),Pulmonary Fibrosis Idiopathic Signaling Pathway,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by IGFBPs,Role of Tissue Factor in Cancer,Thrombin Signaling,Thrombin signalling through proteinase activated receptors (PARs),Wound Healing Signaling Pathway	
hsa-miR-4458	let-7a-5p (and other miRNAs w/seed GAGGUAG)	TarBase	Experimentally Observed	FADS2	Oleate Biosynthesis II (Animals),γ-linolenate Biosynthesis II (Animals)	
hsa-miR-4458	let-7a-5p (and other miRNAs w/seed GAGGUAG)	miRecords	Experimentally Observed	FANCD2	ATM Signaling,Fanconi Anemia Pathway,Ferroptosis Signaling Pathway,Hereditary Breast Cancer Signaling,Molecular Mechanisms of Cancer,Role of BRCA1 in DNA Damage Response,TP53 Regulates Transcription of DNA Repair Genes	
hsa-miR-4458	let-7a-5p (and other miRNAs w/seed GAGGUAG)	TargetScan Mouse,TarBase,TargetScan Human	Experimentally Observed,High (predicted),Moderate (predicted)	FNDC3A	 	
hsa-miR-4458	let-7a-5p (and other miRNAs w/seed GAGGUAG)	TarBase	Experimentally Observed	GAK	Clathrin-mediated endocytosis,Clathrin-mediated Endocytosis Signaling,trans-Golgi Network Vesicle Budding	
hsa-miR-4458	let-7a-5p (and other miRNAs w/seed GAGGUAG)	TarBase,TargetScan Human	Experimentally Observed,High (predicted)	GEMIN7	Metabolism of non-coding RNA	
hsa-miR-4458	let-7a-5p (and other miRNAs w/seed GAGGUAG)	TargetScan Mouse,TarBase,TargetScan Human	Experimentally Observed,Moderate (predicted)	GRPEL2	Mitochondrial protein import	
hsa-miR-4458	let-7a-5p (and other miRNAs w/seed GAGGUAG)	TarBase	Experimentally Observed	GTPBP3	 	
hsa-miR-4458	let-7a-5p (and other miRNAs w/seed GAGGUAG)	TarBase	Experimentally Observed	GYS1	AMPK Signaling,Glycogen Biosynthesis II (from UDP-D-Glucose),Glycogen metabolism,Gαq Signaling,Insulin Receptor Signaling,NAFLD Signaling Pathway,PI3K/AKT Signaling,Protein Kinase A Signaling,α-Adrenergic Signaling	
hsa-miR-4458	let-7a-5p (and other miRNAs w/seed GAGGUAG)	TargetScan Mouse,TarBase,TargetScan Human	Experimentally Observed,High (predicted),Moderate (predicted)	HMGA1	DNA Damage/Telomere Stress Induced Senescence,iNOS Signaling	
hsa-miR-4458	let-7a-5p (and other miRNAs w/seed GAGGUAG)	Ingenuity Expert Findings,TarBase,TargetScan Human,miRecords	Experimentally Observed,High (predicted)	HMGA2	DNA Damage/Telomere Stress Induced Senescence,Regulation of the Epithelial Mesenchymal Transition by Growth Factors Pathway,Regulation of the Epithelial-Mesenchymal Transition Pathway	
hsa-miR-4458	let-7a-5p (and other miRNAs w/seed GAGGUAG)	TargetScan Mouse,Ingenuity Expert Findings	Experimentally Observed,High (predicted)	Hmga2	 	
hsa-miR-4458	let-7a-5p (and other miRNAs w/seed GAGGUAG)	miRecords	Experimentally Observed	HMOX1	Acetylcholine Receptor Signaling Pathway,Acute Phase Response Signaling,Antioxidant Action of Vitamin C,Choline Biosynthesis III,CTLA4 Signaling in Cytotoxic T Lymphocytes,Cytoprotection by HMOX1,DHCR24 Signaling Pathway,Docosahexaenoic Acid (DHA) Signaling,Endothelin-1 Signaling,Fcγ Receptor-mediated Phagocytosis in Macrophages and Monocytes,Ferroptosis Signaling Pathway,FXR/RXR Activation,Glutaminergic Receptor Signaling Pathway (Enhanced),Gαq Signaling,Hematoma Resolution Signaling Pathway,Heme Degradation,Heme signaling,HIF1α Signaling,IL-10 Signaling,IL-8 Signaling,Insertion of tail-anchored proteins into the endoplasmic reticulum membrane,Interleukin-4 and Interleukin-13 signaling,Iron homeostasis signaling pathway,Iron uptake and transport,Metabolism of porphyrins,MicroRNA Biogenesis Signaling Pathway,mTOR Signaling,Neuroinflammation Signaling Pathway,NFE2L2 regulating anti-oxidant/detoxification enzymes,NLR signaling pathways,NRF2-mediated Oxidative Stress Response,Pancreatic Adenocarcinoma Signaling,Phagosome Formation,Phospholipase C Signaling,Phospholipases,Protein Sorting Signaling Pathway,Serotonin Receptor Signaling,Xenobiotic Metabolism General Signaling Pathway,Xenobiotic Metabolism Signaling	
hsa-miR-4458	let-7a-5p (and other miRNAs w/seed GAGGUAG)	miRecords	Experimentally Observed	HYOU1	Binding and Uptake of Ligands by Scavenger Receptors,XBP1(S) activates chaperone genes	
hsa-miR-4458	let-7a-5p (and other miRNAs w/seed GAGGUAG)	TarBase	Experimentally Observed	IFIT5	Interferon alpha/beta signaling	
hsa-miR-4458	let-7a-5p (and other miRNAs w/seed GAGGUAG)	TarBase	Experimentally Observed	IFRD1	 	
hsa-miR-4458	let-7a-5p (and other miRNAs w/seed GAGGUAG)	TargetScan Mouse,Ingenuity Expert Findings,TarBase,TargetScan Human,miRecords	Experimentally Observed,High (predicted),Moderate (predicted)	IGF2BP1	MAPK6/MAPK4 signaling,Role of OCT4 in Mammalian Embryonic Stem Cell Pluripotency	
hsa-miR-4458	let-7a-5p (and other miRNAs w/seed GAGGUAG)	TargetScan Mouse,Ingenuity Expert Findings,TargetScan Human	Experimentally Observed,High (predicted)	IGF2BP2	IL-17A Signaling in Fibroblasts	
hsa-miR-4458	let-7a-5p (and other miRNAs w/seed GAGGUAG)	TargetScan Mouse,Ingenuity Expert Findings,TargetScan Human	Experimentally Observed,High (predicted)	IGF2BP3	 	
hsa-miR-4458	let-7a-5p (and other miRNAs w/seed GAGGUAG)	TarBase	Experimentally Observed	IPO4	 	
hsa-miR-4458	let-7a-5p (and other miRNAs w/seed GAGGUAG)	TargetScan Human,miRecords	Experimentally Observed,High (predicted)	ITGB3	Actin Cytoskeleton Signaling,Actin Nucleation by ARP-WASP Complex,Axonal Guidance Signaling,Cardiac Hypertrophy Signaling (Enhanced),Caveolar-mediated Endocytosis Signaling,CDC42 Signaling,Cell surface interactions at the vascular wall,Clathrin-mediated Endocytosis Signaling,Elastic fibre formation,Ephrin Receptor Signaling,ERK/MAPK Signaling,Extracellular matrix organization,FAK Signaling,Glioma Invasiveness Signaling,GP6 Signaling Pathway,Hepatic Fibrosis Signaling Pathway,HER-2 Signaling in Breast Cancer,HGF Signaling,IL-8 Signaling,ILK Signaling,Integrin cell surface interactions,Integrin Signaling,Integrin signaling,L1CAM interactions,Macropinocytosis Signaling,Molecular Mechanisms of Cancer,Myelination Signaling Pathway,Neuregulin Signaling,NF-κB Activation by Viruses,Nuclear Cytoskeleton Signaling Pathway,Osteoarthritis Pathway,P2Y Purinergic Receptor Signaling Pathway,PAK Signaling,Paxillin Signaling,Phagosome Formation,Phospholipase C Signaling,PI3K/AKT Signaling,PTEN Signaling,RAC Signaling,RAF/MAP kinase cascade,Regulation of Actin-based Motility by Rho,Regulation of Cellular Mechanics by Calpain Protease,Regulation of eIF4 and p70S6K Signaling,Response to elevated platelet cytosolic Ca2+,RHOGDI Signaling,Role of Osteoblasts, Osteoclasts and Chondrocytes in Rheumatoid Arthritis,Role of Osteoclasts in Rheumatoid Arthritis Signaling Pathway,Role of Tissue Factor in Cancer,Semaphorin Neuronal Repulsive Signaling Pathway,Serotonin Receptor Signaling,Signaling by Rho Family GTPases,Signaling by TGF-beta Receptor Complex,Signaling by VEGF,Syndecan interactions,TEC Kinase Signaling,TR/RXR Activation,Tumor Microenvironment Pathway,Virus Entry via Endocytic Pathways	
hsa-miR-4458	let-7a-5p (and other miRNAs w/seed GAGGUAG)	miRecords	Experimentally Observed	KCNJ16	Dopamine-DARPP32 Feedback in cAMP Signaling,GABA receptor activation,Neurovascular Coupling Signaling Pathway,Potassium Channels	
hsa-miR-4458	let-7a-5p (and other miRNAs w/seed GAGGUAG)	TargetScan Mouse,TargetScan Human,miRecords	Experimentally Observed,High (predicted),Moderate (predicted)	KLK10	Intrinsic Prothrombin Activation Pathway,MSP-RON Signaling in Cancer Cells Pathway,MSP-RON Signaling in Macrophages Pathway,MSP-RON Signaling Pathway,Neuroprotective Role of THOP1 in Alzheimer's Disease,SPINK1 Pancreatic Cancer Pathway	
hsa-miR-4458	let-7a-5p (and other miRNAs w/seed GAGGUAG)	TarBase,miRecords	Experimentally Observed	KRAS	14-3-3-mediated Signaling,Actin Cytoskeleton Signaling,Actin Nucleation by ARP-WASP Complex,Activation of NMDA receptors and postsynaptic events,Acute Myeloid Leukemia Signaling,Acute Phase Response Signaling,Adrenomedullin signaling pathway,Agrin Interactions at Neuromuscular Junction,Aldosterone Signaling in Epithelial Cells,Angiopoietin Signaling,Antiproliferative Role of Somatostatin Receptor 2,Apelin Endothelial Signaling Pathway,Apoptosis Signaling,Autism Signaling Pathway,Axonal Guidance Signaling,B Cell Receptor Signaling,Beta-catenin independent WNT signaling,Bladder Cancer Signaling,BMP signaling pathway,Breast Cancer Regulation by Stathmin1,C-type lectin receptors (CLRs),Cancer Drug Resistance by Drug Efflux,Cardiac Hypertrophy Signaling,Cardiac Hypertrophy Signaling (Enhanced),CCR3 Signaling in Eosinophils,CDK5 Signaling,Cell surface interactions at the vascular wall,Cellular Effects of Sildenafil (Viagra),Ceramide Signaling,Chemokine Signaling,Cholecystokinin/Gastrin-mediated Signaling,Chronic Myeloid Leukemia Signaling,Circadian Rhythm Signaling,CLEAR Signaling Pathway,CNTF Signaling,Colorectal Cancer Metastasis Signaling,CREB Signaling in Neurons,CTLA4 Signaling in Cytotoxic T Lymphocytes,CXCR4 Signaling,DAP12 interactions,DHCR24 Signaling Pathway,Eicosanoid Signaling,EIF2 Signaling,Endocannabinoid Developing Neuron Pathway,Endometrial Cancer Signaling,Endothelin-1 Signaling,Ephrin Receptor Signaling,Epithelial Adherens Junction Signaling,ERB2-ERBB3 Signaling,ERBB Signaling,ERBB4 Signaling,ERK/MAPK Signaling,ERK5 Signaling,Erythropoietin Signaling Pathway,Estrogen Receptor Signaling,Estrogen-Dependent Breast Cancer Signaling,Extra-nuclear estrogen signaling,FAK Signaling,Fc epsilon receptor (FCERI) signaling,Fc Epsilon RI Signaling,FcγRIIB Signaling in B Lymphocytes,Ferroptosis Signaling Pathway,FLT3 Signaling,FLT3 Signaling in Hematopoietic Progenitor Cells,fMLP Signaling in Neutrophils,G Beta Gamma Signaling,G-Protein Coupled Receptor Signaling,Gap Junction Signaling,Gastrin-CREB signalling pathway via PKC and MAPK,GDNF Family Ligand-Receptor Interactions,Germ Cell-Sertoli Cell Junction Signaling,Glioblastoma Multiforme Signaling,Glioma Invasiveness Signaling,Glioma Signaling,Glucocorticoid Receptor Signaling,GM-CSF Signaling,GNRH Signaling,Gα12/13 Signaling,Gαi Signaling,Hepatic Fibrosis Signaling Pathway,HER-2 Signaling in Breast Cancer,Hereditary Breast Cancer Signaling,HGF Signaling,HIF1α Signaling,HMGB1 Signaling,Human Embryonic Stem Cell Pluripotency,ID1 Signaling Pathway,IGF-1 Signaling,IL-15 Signaling,IL-17 Signaling,IL-2 Signaling,IL-3 Signaling,IL-4 Signaling,IL-6 Signaling,IL-8 Signaling,Insulin Receptor Signaling,Integrin Signaling,ISGylation Signaling Pathway,JAK/STAT Signaling,LPS-stimulated MAPK Signaling,Macropinocytosis Signaling,Melanocyte Development and Pigmentation Signaling,Melanoma Signaling,MicroRNA Biogenesis Signaling Pathway,Molecular Mechanisms of Cancer,Mouse Embryonic Stem Cell Pluripotency,MSP-RON Signaling in Cancer Cells Pathway,MSP-RON Signaling in Macrophages Pathway,mTOR Signaling,Myelination Signaling Pathway,Natural Killer Cell Signaling,NCAM signaling for neurite out-growth,Neuregulin Signaling,Neurotrophin/TRK Signaling,NF-κB Activation by Viruses,NF-κB Signaling,NGF Signaling,Non-Small Cell Lung Cancer Signaling,NRF2-mediated Oxidative Stress Response,Oncostatin M Signaling,Opioid Signaling Pathway,Ovarian Cancer Signaling,Oxytocin in Brain Signaling Pathway,Oxytocin Signaling Pathway,P2Y Purinergic Receptor Signaling Pathway,p70S6K Signaling,PAK Signaling,Pancreatic Adenocarcinoma Signaling,Paxillin Signaling,PDGF Signaling,PEDF Signaling,Phagosome Formation,Phospholipase C Signaling,PI3K Signaling in B Lymphocytes,PI3K/AKT Signaling,PKCθ Signaling in T Lymphocytes,Polyamine Regulation in Colon Cancer,PPAR Signaling,PPARα/RXRα Activation,Prolactin Signaling,Prostate Cancer Signaling,PTEN Signaling,Pulmonary Fibrosis Idiopathic Signaling Pathway,Pulmonary Healing Signaling Pathway,RAC Signaling,RAF/MAP kinase cascade,RAS processing,Regulation of Cellular Mechanics by Calpain Protease,Regulation of eIF4 and p70S6K Signaling,Regulation of IL-2 Expression in Activated and Anergic T Lymphocytes,Regulation of the Epithelial Mesenchymal Transition by Growth Factors Pathway,Regulation of the Epithelial-Mesenchymal Transition Pathway,Renal Cell Carcinoma Signaling,Renin-Angiotensin Signaling,Ribonucleotide Reductase Signaling Pathway,Role of JAK1 and JAK3 in γc Cytokine Signaling,Role of Macrophages, Fibroblasts and Endothelial Cells in Rheumatoid Arthritis,Role of MAPK Signaling in Promoting the Pathogenesis of Influenza,Role of MAPK Signaling in the Pathogenesis of Influenza,Role of NANOG in Mammalian Embryonic Stem Cell Pluripotency,Role of NFAT in Cardiac Hypertrophy,Role of NFAT in Regulation of the Immune Response,Role of Osteoclasts in Rheumatoid Arthritis Signaling Pathway,Role of Tissue Factor in Cancer,SAPK/JNK Signaling,Senescence Pathway,Serotonin Receptor Signaling,Sertoli Cell-Germ Cell Junction Signaling Pathway (Enhanced),Sertoli Cell-Sertoli Cell Junction Signaling,Signaling by CSF1 (M-CSF) in myeloid cells,Signaling by CSF3 (G-CSF),Signaling by EGFR,Signaling by ERBB2,Signaling by ERBB4,Signaling by Erythropoietin,Signaling by FGFR1,Signaling by FGFR2,Signaling by FGFR3,Signaling by FGFR4,Signaling by Insulin receptor,Signaling by MET,Signaling by NTRK1 (TRKA),Signaling by NTRK2 (TRKB),Signaling by NTRK3 (TRKC),Signaling by PDGF,Signaling by PTK6,Signaling by SCF-KIT,Signaling by the B Cell Receptor (BCR),Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R),Signaling by VEGF,Sleep NREM Signaling Pathway,SPINK1 General Cancer Pathway,STAT3 Pathway,Synaptic Long Term Depression,Synaptic Long Term Potentiation,Synaptogenesis Signaling Pathway,Systemic Lupus Erythematosus in B Cell Signaling Pathway,Systemic Lupus Erythematosus in T Cell Signaling Pathway,Systemic Lupus Erythematosus Signaling,T Cell Exhaustion Signaling Pathway,T Cell Receptor Signaling,Telomerase Signaling,TGF-β Signaling,Thrombin Signaling,Thrombopoietin Signaling,Thyroid Cancer Signaling,Transcriptional regulation by RUNX3,Transcriptional Regulatory Network in Embryonic Stem Cells,Tumor Microenvironment Pathway,UVA-Induced MAPK Signaling,UVC-Induced MAPK Signaling,VEGF Family Ligand-Receptor Interactions,VEGF Signaling,Virus Entry via Endocytic Pathways,Wound Healing Signaling Pathway,Xenobiotic Metabolism General Signaling Pathway,Xenobiotic Metabolism Signaling,α-Adrenergic Signaling	
hsa-miR-4458	let-7a-5p (and other miRNAs w/seed GAGGUAG)	miRecords	Experimentally Observed	KRT19	Glucocorticoid Receptor Signaling,Keratinization	
hsa-miR-4458	let-7a-5p (and other miRNAs w/seed GAGGUAG)	Ingenuity Expert Findings	Experimentally Observed	LAMC1	Agrin Interactions at Neuromuscular Junction,CDK5 Signaling,Degradation of the extracellular matrix,EGR2 and SOX10-mediated initiation of Schwann cell myelination,Extracellular matrix organization,GP6 Signaling Pathway,L1CAM interactions,Myelination Signaling Pathway,Post-translational protein phosphorylation,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by IGFBPs,Sertoli Cell-Germ Cell Junction Signaling Pathway (Enhanced),Sertoli Cell-Sertoli Cell Junction Signaling,Signaling by MET,Wound Healing Signaling Pathway	
hsa-miR-4458	let-7a-5p (and other miRNAs w/seed GAGGUAG)	TargetScan Mouse,TarBase,TargetScan Human,miRecords	Experimentally Observed,High (predicted)	LIN28A	MicroRNA Biogenesis Signaling Pathway,Polyamine Regulation in Colon Cancer,Transcriptional regulation of pluripotent stem cells	
hsa-miR-4458	let-7a-5p (and other miRNAs w/seed GAGGUAG)	Ingenuity Expert Findings	Experimentally Observed	LOXL2	Assembly of collagen fibrils and other multimeric structures,Elastic fibre formation	
hsa-miR-4458	let-7a-5p (and other miRNAs w/seed GAGGUAG)	TargetScan Mouse,Ingenuity Expert Findings,TargetScan Human	Experimentally Observed,Moderate (predicted)	LOXL4	Assembly of collagen fibrils and other multimeric structures,Elastic fibre formation	
hsa-miR-4458	let-7a-5p (and other miRNAs w/seed GAGGUAG)	TarBase,TargetScan Human	Experimentally Observed,High (predicted)	MARS2	tRNA Charging	
